,dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
595,1904-12-01,25.784,0.853,Acre,Brazil
596,1905-01-01,25.745,1.048,Acre,Brazil
597,1905-02-01,25.711,1.295,Acre,Brazil
598,1905-03-01,25.324,0.984,Acre,Brazil
599,1905-04-01,25.555,0.8140000000000001,Acre,Brazil
600,1905-05-01,25.861,1.454,Acre,Brazil
601,1905-06-01,25.659,1.773,Acre,Brazil
602,1905-07-01,25.522,1.744,Acre,Brazil
603,1905-08-01,25.869,1.168,Acre,Brazil
604,1905-09-01,26.421,0.989,Acre,Brazil
605,1905-10-01,26.647,0.906,Acre,Brazil
606,1905-11-01,26.571,0.63,Acre,Brazil
607,1905-12-01,25.654,0.619,Acre,Brazil
608,1906-01-01,25.667,0.7,Acre,Brazil
609,1906-02-01,25.586,0.952,Acre,Brazil
610,1906-03-01,25.593000000000004,0.675,Acre,Brazil
611,1906-04-01,25.911,0.782,Acre,Brazil
612,1906-05-01,25.493,0.7559999999999999,Acre,Brazil
613,1906-06-01,24.294,0.883,Acre,Brazil
614,1906-07-01,24.602,0.708,Acre,Brazil
615,1906-08-01,25.668000000000003,0.77,Acre,Brazil
616,1906-09-01,26.348000000000003,0.83,Acre,Brazil
617,1906-10-01,26.033,0.913,Acre,Brazil
618,1906-11-01,26.006,1.034,Acre,Brazil
619,1906-12-01,25.012,0.6759999999999999,Acre,Brazil
620,1907-01-01,25.228,0.7040000000000001,Acre,Brazil
621,1907-02-01,24.898000000000003,1.347,Acre,Brazil
622,1907-03-01,25.803,0.589,Acre,Brazil
623,1907-04-01,25.179,0.758,Acre,Brazil
624,1907-05-01,25.105,0.624,Acre,Brazil
625,1907-06-01,24.188,0.638,Acre,Brazil
626,1907-07-01,24.208,0.672,Acre,Brazil
627,1907-08-01,25.507,0.932,Acre,Brazil
628,1907-09-01,26.384,0.7240000000000001,Acre,Brazil
629,1907-10-01,26.121,0.7,Acre,Brazil
630,1907-11-01,25.774,1.079,Acre,Brazil
631,1907-12-01,25.251,1.104,Acre,Brazil
632,1908-01-01,25.577,0.6759999999999999,Acre,Brazil
633,1908-02-01,25.051,0.75,Acre,Brazil
634,1908-03-01,25.41,0.998,Acre,Brazil
635,1908-04-01,25.285,1.023,Acre,Brazil
636,1908-05-01,24.868,1.571,Acre,Brazil
637,1908-06-01,24.666,1.3090000000000002,Acre,Brazil
638,1908-07-01,24.501,0.645,Acre,Brazil
639,1908-08-01,24.917,0.745,Acre,Brazil
640,1908-09-01,26.104,0.6779999999999999,Acre,Brazil
641,1908-10-01,25.249,0.942,Acre,Brazil
642,1908-11-01,25.267,0.716,Acre,Brazil
643,1908-12-01,25.333,0.69,Acre,Brazil
644,1909-01-01,25.094,0.994,Acre,Brazil
645,1909-02-01,24.872,0.628,Acre,Brazil
646,1909-03-01,25.685,0.862,Acre,Brazil
647,1909-04-01,25.222,0.939,Acre,Brazil
648,1909-05-01,23.957,1.505,Acre,Brazil
649,1909-06-01,24.038,0.7879999999999999,Acre,Brazil
650,1909-07-01,24.323,0.601,Acre,Brazil
651,1909-08-01,24.993,0.655,Acre,Brazil
652,1909-09-01,26.682,0.597,Acre,Brazil
653,1909-10-01,26.339,1.121,Acre,Brazil
654,1909-11-01,26.188,1.077,Acre,Brazil
655,1909-12-01,25.545,0.979,Acre,Brazil
656,1910-01-01,25.209,1.329,Acre,Brazil
657,1910-02-01,25.34,1.105,Acre,Brazil
658,1910-03-01,25.173,1.307,Acre,Brazil
659,1910-04-01,25.09,1.012,Acre,Brazil
660,1910-05-01,24.803,0.5429999999999999,Acre,Brazil
661,1910-06-01,24.335,1.002,Acre,Brazil
662,1910-07-01,24.359,0.618,Acre,Brazil
663,1910-08-01,25.072,0.74,Acre,Brazil
664,1910-09-01,25.923,1.046,Acre,Brazil
665,1910-10-01,25.339,0.625,Acre,Brazil
666,1910-11-01,25.749,1.0490000000000002,Acre,Brazil
667,1910-12-01,25.091,0.887,Acre,Brazil
668,1911-01-01,25.197,0.912,Acre,Brazil
669,1911-02-01,25.565,0.816,Acre,Brazil
670,1911-03-01,24.937,0.545,Acre,Brazil
671,1911-04-01,25.039,1.007,Acre,Brazil
672,1911-05-01,24.696,0.706,Acre,Brazil
673,1911-06-01,24.445,0.669,Acre,Brazil
674,1911-07-01,24.599,0.73,Acre,Brazil
675,1911-08-01,25.56,0.536,Acre,Brazil
676,1911-09-01,26.508000000000003,0.649,Acre,Brazil
677,1911-10-01,26.527,0.478,Acre,Brazil
678,1911-11-01,26.251,0.563,Acre,Brazil
679,1911-12-01,26.334,0.78,Acre,Brazil
680,1912-01-01,26.391,1.265,Acre,Brazil
681,1912-02-01,26.167,0.775,Acre,Brazil
682,1912-03-01,26.08,0.774,Acre,Brazil
683,1912-04-01,26.243,0.482,Acre,Brazil
684,1912-05-01,25.611,0.912,Acre,Brazil
685,1912-06-01,24.734,0.687,Acre,Brazil
686,1912-07-01,24.326,0.524,Acre,Brazil
687,1912-08-01,25.42,0.8140000000000001,Acre,Brazil
688,1912-09-01,26.44,0.5660000000000001,Acre,Brazil
689,1912-10-01,26.413,1.157,Acre,Brazil
690,1912-11-01,25.418000000000003,0.741,Acre,Brazil
691,1912-12-01,25.311,0.569,Acre,Brazil
692,1913-01-01,25.429,0.544,Acre,Brazil
693,1913-02-01,24.938,0.713,Acre,Brazil
694,1913-03-01,25.612,0.72,Acre,Brazil
695,1913-04-01,25.242,0.679,Acre,Brazil
696,1913-05-01,24.963,0.952,Acre,Brazil
697,1913-06-01,24.708,0.799,Acre,Brazil
698,1913-07-01,24.963,0.873,Acre,Brazil
699,1913-08-01,25.957,1.4280000000000002,Acre,Brazil
700,1913-09-01,26.528,1.29,Acre,Brazil
701,1913-10-01,26.834,1.388,Acre,Brazil
702,1913-11-01,26.562,0.632,Acre,Brazil
703,1913-12-01,25.97,1.143,Acre,Brazil
704,1914-01-01,25.954,0.846,Acre,Brazil
705,1914-02-01,26.171,1.505,Acre,Brazil
706,1914-03-01,25.858,1.514,Acre,Brazil
707,1914-04-01,25.402,0.8059999999999999,Acre,Brazil
708,1914-05-01,25.431,0.957,Acre,Brazil
709,1914-06-01,24.762,0.672,Acre,Brazil
710,1914-07-01,25.12,0.679,Acre,Brazil
711,1914-08-01,25.73,0.529,Acre,Brazil
712,1914-09-01,26.564,0.499,Acre,Brazil
713,1914-10-01,26.348000000000003,0.8490000000000001,Acre,Brazil
714,1914-11-01,26.162,0.625,Acre,Brazil
715,1914-12-01,26.526,0.797,Acre,Brazil
716,1915-01-01,26.421,0.997,Acre,Brazil
717,1915-02-01,26.376,0.703,Acre,Brazil
718,1915-03-01,26.581,1.318,Acre,Brazil
719,1915-04-01,26.469,0.639,Acre,Brazil
720,1915-05-01,26.241,0.818,Acre,Brazil
721,1915-06-01,24.6,0.6629999999999999,Acre,Brazil
722,1915-07-01,25.382,1.339,Acre,Brazil
723,1915-08-01,26.247,0.742,Acre,Brazil
724,1915-09-01,26.759,0.757,Acre,Brazil
725,1915-10-01,26.588,0.5670000000000001,Acre,Brazil
726,1915-11-01,25.629,0.742,Acre,Brazil
727,1915-12-01,25.626,0.5660000000000001,Acre,Brazil
728,1916-01-01,25.162,0.878,Acre,Brazil
729,1916-02-01,25.251,0.8590000000000001,Acre,Brazil
730,1916-03-01,25.444000000000003,0.652,Acre,Brazil
731,1916-04-01,25.489,1.205,Acre,Brazil
732,1916-05-01,25.278,0.6509999999999999,Acre,Brazil
733,1916-06-01,24.002,1.138,Acre,Brazil
734,1916-07-01,24.027,0.993,Acre,Brazil
735,1916-08-01,24.872,0.927,Acre,Brazil
736,1916-09-01,26.672,0.531,Acre,Brazil
737,1916-10-01,25.771,0.7020000000000001,Acre,Brazil
738,1916-11-01,24.665,0.8220000000000001,Acre,Brazil
739,1916-12-01,25.16,1.007,Acre,Brazil
740,1917-01-01,24.902,0.933,Acre,Brazil
741,1917-02-01,24.553,1.287,Acre,Brazil
742,1917-03-01,25.398000000000003,0.71,Acre,Brazil
743,1917-04-01,25.025,1.023,Acre,Brazil
744,1917-05-01,24.537,1.099,Acre,Brazil
745,1917-06-01,24.693,1.426,Acre,Brazil
746,1917-07-01,24.41,0.667,Acre,Brazil
747,1917-08-01,25.12,0.889,Acre,Brazil
748,1917-09-01,25.622,1.033,Acre,Brazil
749,1917-10-01,25.181,0.617,Acre,Brazil
750,1917-11-01,25.611,0.847,Acre,Brazil
751,1917-12-01,24.332,0.584,Acre,Brazil
752,1918-01-01,24.223000000000003,0.573,Acre,Brazil
753,1918-02-01,24.663,1.286,Acre,Brazil
754,1918-03-01,24.882,0.7120000000000001,Acre,Brazil
755,1918-04-01,25.038,0.461,Acre,Brazil
756,1918-05-01,25.27,0.562,Acre,Brazil
757,1918-06-01,25.426,1.707,Acre,Brazil
758,1918-07-01,24.717,1.7919999999999998,Acre,Brazil
759,1918-08-01,26.239,1.45,Acre,Brazil
760,1918-09-01,26.494,0.58,Acre,Brazil
761,1918-10-01,26.122,0.608,Acre,Brazil
762,1918-11-01,26.104,0.857,Acre,Brazil
763,1918-12-01,26.191,0.597,Acre,Brazil
764,1919-01-01,26.625,0.735,Acre,Brazil
765,1919-02-01,27.032,0.728,Acre,Brazil
766,1919-03-01,26.094,0.789,Acre,Brazil
767,1919-04-01,26.166,0.928,Acre,Brazil
768,1919-05-01,25.837,1.118,Acre,Brazil
769,1919-06-01,25.048,0.509,Acre,Brazil
770,1919-07-01,24.716,0.467,Acre,Brazil
771,1919-08-01,25.392,0.508,Acre,Brazil
772,1919-09-01,26.789,0.4320000000000001,Acre,Brazil
773,1919-10-01,26.306,0.482,Acre,Brazil
774,1919-11-01,25.81,0.711,Acre,Brazil
775,1919-12-01,25.391,0.6890000000000001,Acre,Brazil
776,1920-01-01,25.858,0.738,Acre,Brazil
777,1920-02-01,26.04,0.772,Acre,Brazil
778,1920-03-01,25.659,0.94,Acre,Brazil
779,1920-04-01,25.794,0.6709999999999999,Acre,Brazil
780,1920-05-01,25.129,0.5920000000000001,Acre,Brazil
781,1920-06-01,24.287,0.5760000000000001,Acre,Brazil
782,1920-07-01,24.16,0.861,Acre,Brazil
783,1920-08-01,25.356,0.461,Acre,Brazil
784,1920-09-01,26.28,0.464,Acre,Brazil
785,1920-10-01,26.286,0.7659999999999999,Acre,Brazil
786,1920-11-01,25.953000000000003,0.736,Acre,Brazil
787,1920-12-01,25.341,0.626,Acre,Brazil
788,1921-01-01,25.472,0.583,Acre,Brazil
789,1921-02-01,25.203000000000003,0.471,Acre,Brazil
790,1921-03-01,25.353,0.502,Acre,Brazil
791,1921-04-01,25.308000000000003,0.626,Acre,Brazil
792,1921-05-01,25.396,0.482,Acre,Brazil
793,1921-06-01,23.818,1.44,Acre,Brazil
794,1921-07-01,23.49,1.4469999999999998,Acre,Brazil
795,1921-08-01,25.324,0.5870000000000001,Acre,Brazil
796,1921-09-01,26.11,0.98,Acre,Brazil
797,1921-10-01,25.855,0.901,Acre,Brazil
798,1921-11-01,26.004,0.601,Acre,Brazil
799,1921-12-01,26.103,0.731,Acre,Brazil
800,1922-01-01,26.117,0.726,Acre,Brazil
801,1922-02-01,25.798,0.643,Acre,Brazil
802,1922-03-01,25.73,0.539,Acre,Brazil
803,1922-04-01,25.829,0.903,Acre,Brazil
804,1922-05-01,25.09,0.56,Acre,Brazil
805,1922-06-01,24.519,0.69,Acre,Brazil
806,1922-07-01,24.035,0.8079999999999999,Acre,Brazil
807,1922-08-01,25.352,0.82,Acre,Brazil
808,1922-09-01,26.568,0.574,Acre,Brazil
809,1922-10-01,25.904,0.962,Acre,Brazil
810,1922-11-01,25.543000000000003,0.6609999999999999,Acre,Brazil
811,1922-12-01,25.266,0.611,Acre,Brazil
812,1923-01-01,25.397,0.7240000000000001,Acre,Brazil
813,1923-02-01,25.649,0.594,Acre,Brazil
814,1923-03-01,25.546,0.6659999999999999,Acre,Brazil
815,1923-04-01,25.201,0.6990000000000001,Acre,Brazil
816,1923-05-01,25.221,0.624,Acre,Brazil
817,1923-06-01,24.495,0.5,Acre,Brazil
818,1923-07-01,24.22,0.583,Acre,Brazil
819,1923-08-01,25.273000000000003,0.695,Acre,Brazil
820,1923-09-01,26.983,0.77,Acre,Brazil
821,1923-10-01,26.291,0.8220000000000001,Acre,Brazil
822,1923-11-01,26.081,0.705,Acre,Brazil
823,1923-12-01,25.673,0.583,Acre,Brazil
824,1924-01-01,26.817,0.779,Acre,Brazil
825,1924-02-01,25.962,0.6409999999999999,Acre,Brazil
826,1924-03-01,26.383000000000003,0.74,Acre,Brazil
827,1924-04-01,25.902,0.55,Acre,Brazil
828,1924-05-01,25.478,0.505,Acre,Brazil
829,1924-06-01,24.581,0.597,Acre,Brazil
830,1924-07-01,24.326,0.6940000000000001,Acre,Brazil
831,1924-08-01,25.204,0.677,Acre,Brazil
832,1924-09-01,25.81,0.556,Acre,Brazil
833,1924-10-01,25.318,0.627,Acre,Brazil
834,1924-11-01,25.892,0.895,Acre,Brazil
835,1924-12-01,25.278,0.539,Acre,Brazil
836,1925-01-01,25.057,0.5429999999999999,Acre,Brazil
837,1925-02-01,24.817,0.784,Acre,Brazil
838,1925-03-01,25.02,0.625,Acre,Brazil
839,1925-04-01,25.574,0.537,Acre,Brazil
840,1925-05-01,25.863000000000003,0.528,Acre,Brazil
841,1925-06-01,24.424,0.5579999999999999,Acre,Brazil
842,1925-07-01,24.353,0.723,Acre,Brazil
843,1925-08-01,25.873,0.586,Acre,Brazil
844,1925-09-01,26.674,0.883,Acre,Brazil
845,1925-10-01,26.851,0.5329999999999999,Acre,Brazil
846,1925-11-01,26.504,0.7979999999999999,Acre,Brazil
847,1925-12-01,26.297,0.516,Acre,Brazil
848,1926-01-01,26.43,0.6409999999999999,Acre,Brazil
849,1926-02-01,26.3,0.657,Acre,Brazil
850,1926-03-01,26.411,0.6679999999999999,Acre,Brazil
851,1926-04-01,26.315,0.67,Acre,Brazil
852,1926-05-01,25.518,0.623,Acre,Brazil
853,1926-06-01,25.191,0.647,Acre,Brazil
854,1926-07-01,24.809,0.809,Acre,Brazil
855,1926-08-01,26.068,0.6,Acre,Brazil
856,1926-09-01,26.765,0.7290000000000001,Acre,Brazil
857,1926-10-01,26.866,0.691,Acre,Brazil
858,1926-11-01,26.896,0.7140000000000001,Acre,Brazil
859,1926-12-01,26.135,0.647,Acre,Brazil
860,1927-01-01,25.767,0.637,Acre,Brazil
861,1927-02-01,25.651,0.5489999999999999,Acre,Brazil
862,1927-03-01,25.469,0.6679999999999999,Acre,Brazil
863,1927-04-01,25.574,0.526,Acre,Brazil
864,1927-05-01,25.106,0.528,Acre,Brazil
865,1927-06-01,24.517,0.687,Acre,Brazil
866,1927-07-01,23.886,1.495,Acre,Brazil
867,1927-08-01,25.664,0.6629999999999999,Acre,Brazil
868,1927-09-01,26.58,0.906,Acre,Brazil
869,1927-10-01,26.776,0.713,Acre,Brazil
870,1927-11-01,26.882,0.6990000000000001,Acre,Brazil
871,1927-12-01,26.303,0.507,Acre,Brazil
872,1928-01-01,26.408,0.605,Acre,Brazil
873,1928-02-01,26.375,0.914,Acre,Brazil
874,1928-03-01,25.9,0.629,Acre,Brazil
875,1928-04-01,25.609,0.551,Acre,Brazil
876,1928-05-01,25.784,0.92,Acre,Brazil
877,1928-06-01,25.195,0.66,Acre,Brazil
878,1928-07-01,24.851,0.721,Acre,Brazil
879,1928-08-01,25.702,0.733,Acre,Brazil
880,1928-09-01,26.422,0.693,Acre,Brazil
881,1928-10-01,26.257,0.56,Acre,Brazil
882,1928-11-01,26.692,0.728,Acre,Brazil
883,1928-12-01,25.959,0.669,Acre,Brazil
884,1929-01-01,25.968000000000004,0.662,Acre,Brazil
885,1929-02-01,25.723000000000003,0.461,Acre,Brazil
886,1929-03-01,25.976,0.7609999999999999,Acre,Brazil
887,1929-04-01,25.749,0.736,Acre,Brazil
888,1929-05-01,25.198,0.764,Acre,Brazil
889,1929-06-01,24.589,0.5489999999999999,Acre,Brazil
890,1929-07-01,24.361,0.8340000000000001,Acre,Brazil
891,1929-08-01,25.531,0.654,Acre,Brazil
892,1929-09-01,26.013,0.597,Acre,Brazil
893,1929-10-01,25.748,0.633,Acre,Brazil
894,1929-11-01,26.038,0.6809999999999999,Acre,Brazil
895,1929-12-01,25.426,0.462,Acre,Brazil
896,1930-01-01,25.583,0.544,Acre,Brazil
897,1930-02-01,25.887,0.725,Acre,Brazil
898,1930-03-01,25.871,0.775,Acre,Brazil
899,1930-04-01,25.414,0.3670000000000001,Acre,Brazil
900,1930-05-01,25.066,0.467,Acre,Brazil
901,1930-06-01,24.727,0.513,Acre,Brazil
902,1930-07-01,24.514,0.58,Acre,Brazil
903,1930-08-01,25.632,0.471,Acre,Brazil
904,1930-09-01,25.99,0.89,Acre,Brazil
905,1930-10-01,26.629,0.649,Acre,Brazil
906,1930-11-01,26.418000000000003,0.479,Acre,Brazil
907,1930-12-01,26.666,0.57,Acre,Brazil
908,1931-01-01,26.178,0.7509999999999999,Acre,Brazil
909,1931-02-01,26.623,0.52,Acre,Brazil
910,1931-03-01,26.365,0.397,Acre,Brazil
911,1931-04-01,26.076,0.434,Acre,Brazil
912,1931-05-01,24.407,1.469,Acre,Brazil
913,1931-06-01,23.809,1.795,Acre,Brazil
914,1931-07-01,24.546,1.197,Acre,Brazil
915,1931-08-01,25.16,1.351,Acre,Brazil
916,1931-09-01,26.4,0.615,Acre,Brazil
917,1931-10-01,26.383000000000003,0.423,Acre,Brazil
918,1931-11-01,26.142,0.5379999999999999,Acre,Brazil
919,1931-12-01,25.76,0.439,Acre,Brazil
920,1932-01-01,25.824,0.468,Acre,Brazil
921,1932-02-01,25.86,0.485,Acre,Brazil
922,1932-03-01,25.584,0.378,Acre,Brazil
923,1932-04-01,25.977,0.598,Acre,Brazil
924,1932-05-01,25.223000000000003,0.665,Acre,Brazil
925,1932-06-01,24.293000000000003,0.767,Acre,Brazil
926,1932-07-01,24.826,1.071,Acre,Brazil
927,1932-08-01,25.524,0.499,Acre,Brazil
928,1932-09-01,26.033,0.735,Acre,Brazil
929,1932-10-01,26.266,0.349,Acre,Brazil
930,1932-11-01,26.515,0.362,Acre,Brazil
931,1932-12-01,26.089,0.363,Acre,Brazil
932,1933-01-01,26.259,0.478,Acre,Brazil
933,1933-02-01,26.147,0.601,Acre,Brazil
934,1933-03-01,26.202,0.496,Acre,Brazil
935,1933-04-01,26.253,0.325,Acre,Brazil
936,1933-05-01,25.638,0.399,Acre,Brazil
937,1933-06-01,24.599,0.493,Acre,Brazil
938,1933-07-01,24.23,0.462,Acre,Brazil
939,1933-08-01,25.448,0.625,Acre,Brazil
940,1933-09-01,26.999,0.546,Acre,Brazil
941,1933-10-01,26.0,0.389,Acre,Brazil
942,1933-11-01,26.077,0.5479999999999999,Acre,Brazil
943,1933-12-01,26.061,0.6709999999999999,Acre,Brazil
944,1934-01-01,25.234,0.444,Acre,Brazil
945,1934-02-01,25.214,0.733,Acre,Brazil
946,1934-03-01,25.467,0.336,Acre,Brazil
947,1934-04-01,25.244,0.6509999999999999,Acre,Brazil
948,1934-05-01,25.256,0.525,Acre,Brazil
949,1934-06-01,25.203000000000003,0.4270000000000001,Acre,Brazil
950,1934-07-01,24.847,0.701,Acre,Brazil
951,1934-08-01,26.069000000000003,1.625,Acre,Brazil
952,1934-09-01,26.161,0.596,Acre,Brazil
953,1934-10-01,26.267,0.596,Acre,Brazil
954,1934-11-01,26.292,0.474,Acre,Brazil
955,1934-12-01,26.022,0.581,Acre,Brazil
956,1935-01-01,26.21,0.253,Acre,Brazil
957,1935-02-01,26.278,0.447,Acre,Brazil
958,1935-03-01,26.315,0.316,Acre,Brazil
959,1935-04-01,25.257,0.487,Acre,Brazil
960,1935-05-01,24.714,0.457,Acre,Brazil
961,1935-06-01,24.847,0.654,Acre,Brazil
962,1935-07-01,24.499,0.482,Acre,Brazil
963,1935-08-01,25.031,0.501,Acre,Brazil
964,1935-09-01,25.721,0.434,Acre,Brazil
965,1935-10-01,26.58,0.495,Acre,Brazil
966,1935-11-01,26.412,0.429,Acre,Brazil
967,1935-12-01,26.283,0.398,Acre,Brazil
968,1936-01-01,25.65,0.8270000000000001,Acre,Brazil
969,1936-02-01,26.544,0.393,Acre,Brazil
970,1936-03-01,26.242,0.5539999999999999,Acre,Brazil
971,1936-04-01,25.873,0.297,Acre,Brazil
972,1936-05-01,26.191,0.513,Acre,Brazil
973,1936-06-01,24.839,0.388,Acre,Brazil
974,1936-07-01,24.488000000000003,0.459,Acre,Brazil
975,1936-08-01,25.055,1.025,Acre,Brazil
976,1936-09-01,26.419,0.336,Acre,Brazil
977,1936-10-01,26.89,0.48,Acre,Brazil
978,1936-11-01,26.835,0.523,Acre,Brazil
979,1936-12-01,26.317,0.298,Acre,Brazil
980,1937-01-01,26.329,0.346,Acre,Brazil
981,1937-02-01,26.44,0.357,Acre,Brazil
982,1937-03-01,26.489,0.411,Acre,Brazil
983,1937-04-01,25.825,0.33,Acre,Brazil
984,1937-05-01,25.183000000000003,0.511,Acre,Brazil
985,1937-06-01,25.286,0.433,Acre,Brazil
986,1937-07-01,25.803,1.527,Acre,Brazil
987,1937-08-01,26.439,0.35,Acre,Brazil
988,1937-09-01,27.235,0.922,Acre,Brazil
989,1937-10-01,26.282,0.462,Acre,Brazil
990,1937-11-01,27.684,1.505,Acre,Brazil
991,1937-12-01,26.56,0.252,Acre,Brazil
992,1938-01-01,26.199,0.561,Acre,Brazil
993,1938-02-01,26.432,0.8029999999999999,Acre,Brazil
994,1938-03-01,25.896,0.885,Acre,Brazil
995,1938-04-01,25.625,0.965,Acre,Brazil
996,1938-05-01,25.341,0.598,Acre,Brazil
997,1938-06-01,25.046,0.364,Acre,Brazil
998,1938-07-01,24.82,0.429,Acre,Brazil
999,1938-08-01,25.357,0.998,Acre,Brazil
1000,1938-09-01,26.379,0.491,Acre,Brazil
1001,1938-10-01,25.645,0.6659999999999999,Acre,Brazil
1002,1938-11-01,26.307,0.36,Acre,Brazil
1003,1938-12-01,26.049,0.293,Acre,Brazil
1004,1939-01-01,25.86,0.632,Acre,Brazil
1005,1939-02-01,25.951,0.55,Acre,Brazil
1006,1939-03-01,26.245,0.398,Acre,Brazil
1007,1939-04-01,26.036,0.604,Acre,Brazil
1008,1939-05-01,26.01,0.6629999999999999,Acre,Brazil
1009,1939-06-01,25.924,0.541,Acre,Brazil
1010,1939-07-01,25.019,0.342,Acre,Brazil
1011,1939-08-01,25.741,0.634,Acre,Brazil
1012,1939-09-01,26.215,0.585,Acre,Brazil
1013,1939-10-01,26.616,0.304,Acre,Brazil
1014,1939-11-01,26.494,0.772,Acre,Brazil
1015,1939-12-01,26.185,0.347,Acre,Brazil
1016,1940-01-01,26.076,0.441,Acre,Brazil
1017,1940-02-01,26.95,0.742,Acre,Brazil
1018,1940-03-01,26.866,0.544,Acre,Brazil
1019,1940-04-01,26.122,0.444,Acre,Brazil
1020,1940-05-01,26.014,0.385,Acre,Brazil
1021,1940-06-01,25.881,0.633,Acre,Brazil
1022,1940-07-01,25.766,1.406,Acre,Brazil
1023,1940-08-01,26.079,0.763,Acre,Brazil
1024,1940-09-01,26.96,0.477,Acre,Brazil
1025,1940-10-01,26.693,0.4,Acre,Brazil
1026,1940-11-01,26.637,0.424,Acre,Brazil
1027,1940-12-01,26.386,0.501,Acre,Brazil
1028,1941-01-01,26.453000000000003,0.5429999999999999,Acre,Brazil
1029,1941-02-01,26.64,0.496,Acre,Brazil
1030,1941-03-01,26.938,0.4370000000000001,Acre,Brazil
1031,1941-04-01,26.63,0.418,Acre,Brazil
1032,1941-05-01,26.105,0.295,Acre,Brazil
1033,1941-06-01,24.575,0.6920000000000001,Acre,Brazil
1034,1941-07-01,25.554,0.363,Acre,Brazil
1035,1941-08-01,26.078000000000003,0.441,Acre,Brazil
1036,1941-09-01,26.49,0.52,Acre,Brazil
1037,1941-10-01,27.084,0.204,Acre,Brazil
1038,1941-11-01,27.156,1.105,Acre,Brazil
1039,1941-12-01,26.427,0.449,Acre,Brazil
1040,1942-01-01,26.746,0.184,Acre,Brazil
1041,1942-02-01,26.895,0.496,Acre,Brazil
1042,1942-03-01,26.725,0.439,Acre,Brazil
1043,1942-04-01,25.63,1.503,Acre,Brazil
1044,1942-05-01,25.535,0.476,Acre,Brazil
1045,1942-06-01,24.551,1.223,Acre,Brazil
1046,1942-07-01,24.056,1.859,Acre,Brazil
1047,1942-08-01,26.332,0.392,Acre,Brazil
1048,1942-09-01,26.737,0.484,Acre,Brazil
1049,1942-10-01,26.514,0.322,Acre,Brazil
1050,1942-11-01,26.887,0.922,Acre,Brazil
1051,1942-12-01,26.263,0.364,Acre,Brazil
1052,1943-01-01,26.36,0.5660000000000001,Acre,Brazil
1053,1943-02-01,26.253,0.765,Acre,Brazil
1054,1943-03-01,25.83,0.386,Acre,Brazil
1055,1943-04-01,25.657,0.674,Acre,Brazil
1056,1943-05-01,25.502,0.434,Acre,Brazil
1057,1943-06-01,24.754,0.421,Acre,Brazil
1058,1943-07-01,24.667,0.415,Acre,Brazil
1059,1943-08-01,24.793000000000003,1.034,Acre,Brazil
1060,1943-09-01,26.331,0.348,Acre,Brazil
1061,1943-10-01,26.684,0.501,Acre,Brazil
1062,1943-11-01,26.54,0.389,Acre,Brazil
1063,1943-12-01,26.032,0.799,Acre,Brazil
1064,1944-01-01,25.702,0.455,Acre,Brazil
1065,1944-02-01,25.97,0.531,Acre,Brazil
1066,1944-03-01,26.055,0.354,Acre,Brazil
1067,1944-04-01,25.7,0.496,Acre,Brazil
1068,1944-05-01,25.907,0.507,Acre,Brazil
1069,1944-06-01,25.157,0.5670000000000001,Acre,Brazil
1070,1944-07-01,25.021,0.825,Acre,Brazil
1071,1944-08-01,26.618,0.287,Acre,Brazil
1072,1944-09-01,26.588,0.703,Acre,Brazil
1073,1944-10-01,26.62,0.331,Acre,Brazil
1074,1944-11-01,26.425,0.394,Acre,Brazil
1075,1944-12-01,26.145,0.311,Acre,Brazil
1076,1945-01-01,26.15,0.728,Acre,Brazil
1077,1945-02-01,26.175,0.416,Acre,Brazil
1078,1945-03-01,26.662,0.436,Acre,Brazil
1079,1945-04-01,26.247,0.445,Acre,Brazil
1080,1945-05-01,24.6,1.27,Acre,Brazil
1081,1945-06-01,24.805,1.204,Acre,Brazil
1082,1945-07-01,24.966,0.456,Acre,Brazil
1083,1945-08-01,26.588,0.4,Acre,Brazil
1084,1945-09-01,27.02,0.462,Acre,Brazil
1085,1945-10-01,25.849,0.486,Acre,Brazil
1086,1945-11-01,26.418000000000003,0.506,Acre,Brazil
1087,1945-12-01,25.97,0.507,Acre,Brazil
1088,1946-01-01,26.326,0.893,Acre,Brazil
1089,1946-02-01,26.424,0.638,Acre,Brazil
1090,1946-03-01,26.458,0.49,Acre,Brazil
1091,1946-04-01,26.195,0.417,Acre,Brazil
1092,1946-05-01,25.842,0.425,Acre,Brazil
1093,1946-06-01,25.197,0.616,Acre,Brazil
1094,1946-07-01,24.774,0.7829999999999999,Acre,Brazil
1095,1946-08-01,25.967,0.391,Acre,Brazil
1096,1946-09-01,26.751,0.364,Acre,Brazil
1097,1946-10-01,26.107,0.359,Acre,Brazil
1098,1946-11-01,26.383000000000003,0.458,Acre,Brazil
1099,1946-12-01,25.925,0.507,Acre,Brazil
1100,1947-01-01,26.001,0.428,Acre,Brazil
1101,1947-02-01,26.167,0.539,Acre,Brazil
1102,1947-03-01,26.561,0.5529999999999999,Acre,Brazil
1103,1947-04-01,26.125,0.472,Acre,Brazil
1104,1947-05-01,25.277,0.7020000000000001,Acre,Brazil
1105,1947-06-01,25.404,0.6779999999999999,Acre,Brazil
1106,1947-07-01,24.403,0.922,Acre,Brazil
1107,1947-08-01,25.567,0.331,Acre,Brazil
